GeneID	adipose.tissue	adrenal.gland	appendix	urinary.bladder	bone.marrow	colon	duodenum	endometrium	esophagus	fallopian.tube	gall.bladder	heart	kidney	liver	lung	lymph.node	ovary	pancreas	placenta	prostate	rectum	salivary.gland	small.intestine	smooth.muscle	spleen	stomach	testis	thyroid	tonsil
ENSG00000003436	9	3	4	10	0.5	4	10	6	5	8	12	3	9	32	20	5	5	0.6	23	2	5	0.9	8	5	4	2	1	2	3
ENSG00000003509	4	8	7	5	4	4	5	7	3	4	6	6	5	2	5	8	4	0.8	4	5	5	2	5	6	5	4	24	4	7
ENSG00000003756	11	12	18	13	18	9	12	33	9	21	16	7	6	3	14	24	29	4	14	21	16	10	13	15	22	12	18	15	18
ENSG00000003987	0	1	0.5	0	0.8	0	0	0.5	0	0.5	0	0	0.5	0	0	0	1	0	0.6	0	0.5	0	0.5	0	0	0	1	2	0
ENSG00000003989	13	9	4	7	0	5	2	15	10	52	13	6	6	113	6	4	44	23	13	16	4	2	2	5	3	5	19	43	3
ENSG00000004059	22	25	35	40	42	29	35	29	55	43	33	24	24	12	34	39	27	21	34	36	23	19	37	27	35	40	29	27	29
ENSG00000004139	0	1	1	0.7	0	0.7	3	1	0	2	0.7	0	0.7	0	1	0.9	0.7	0.5	0.6	1	1	1	1	1	2	0.9	0.5	1	0.6
ENSG00000004142	37	77	39	39	33	37	43	33	44	46	31	59	63	43	30	34	35	21	27	40	52	37	35	50	33	39	59	42	49
ENSG00000004399	27	9	19	16	10	6	4	15	7	15	18	10	7	3	33	15	4	2	50	6	5	3	5	15	22	6	8	9	7
ENSG00000004455	18	15	20	16	15	24	27	19	14	20	13	9	32	16	17	22	16	4	15	16	28	11	30	17	17	18	12	24	31
ENSG00000004468	2	0.8	12	5	8	3	3	0.5	0.8	2	2	0.6	0.5	1	5	20	0	0	0	12	3	0.9	4	0.5	15	2	0.5	1	14
ENSG00000004478	7	17	13	16	10	20	10	16	24	27	13	8	23	11	11	9	19	7	24	25	21	17	12	18	8	14	36	25	18
ENSG00000004487	8	14	13	16	17	14	13	23	12	21	13	8	10	4	12	19	21	4	15	18	19	9	14	17	13	12	53	15	21
ENSG00000004534	18	25	32	20	12	13	29	49	13	23	19	10	12	6	20	43	32	6	14	23	25	14	27	24	39	16	26	20	27
ENSG00000004660	2	4	3	3	1	1	1	5	1	2	2	2	0.7	0	2	1	3	1	1	2	1	8	2	3	3	0.9	4	4	0.7
